,User_ID,Name,Username,Tweet_Date,Tweet_language,Tweet_text,Bio
27,706881701,Kunta,kunta_god,2022-09-23 20:39:27+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…",They say i talk with so much emphasis.
28,1202312408821305344,Big Stepper,addokw,2022-09-23 20:31:11+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…",Rx27 | Oklama | @AFCAjax | @ManUtd
29,507835611,Kwabena™,pressure_kidd,2022-09-23 20:24:15+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…",Talk To Me
30,923824255,Okonore Yaa,also_baaba,2022-09-23 20:16:58+00:00,en,"RT @steve_hanke: #Ghana ranks 2nd in the countries most likely to default on their debt, according to Bloomberg. Today, I measure GHA's inf…",1 of 1
31,881521981639847936,Sway,xedo_1,2022-09-23 20:15:48+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…","Nothing serious here, just have Fun. Chelsea🍝"
32,747829126501904385,D-Banner,lupusdei_,2022-09-23 20:14:53+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…",Nobody is as deaf as those who don’t want to listen - The protege
33,61186678,Mr Grace,Nii_Noi,2022-09-23 20:14:41+00:00,en,"RT @steve_hanke: #Ghana ranks 2nd in the countries most likely to default on their debt, according to Bloomberg. Today, I measure GHA's inf…","not above, not below. I just dey • General Manager @1580co • high functioning stoner"
34,353828090,Kwesi,_theSWAY,2022-09-23 20:10:26+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…",@Arsenal ❤️🤍
35,1436198588,#FixThe🇬🇭Country,AmmaBaahGH,2022-09-23 20:07:10+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…",Hate social injustice. Pan-Africanist. I believe in Ghana. Doing my best at all times even when none is looking. RTs means endorsment.
36,1531058684,i follow back Asap,prolambano,2022-09-23 20:04:15+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…",Entrepreneur/Electrical Engineer
37,227491004,Eturu.™®,oheek1,2022-09-23 19:58:43+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…",Lawyer | Politician. I'm who I'm today because of the choices I made yesterday. My Tweets/Reply = my opinion; My Retweets/Likes are endorsement.
38,1372537512313421828,Seyram 🦋,seyramiseyram,2022-09-23 19:58:33+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…",•18⚖️•Feminist•Qui vivra verra💓💅🏽🥂
39,1178185246929571840,jibrielabubakar3,jibrielabubaka1,2022-09-23 19:53:06+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…",ISLAM- GHANA- REAL MADRID- ARSENAL- PHOBIA
40,776317228715237376,willy wipe out,jack_beardgang,2022-09-23 19:49:43+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…",..... #chelseafc Hustle for my last name !!!! Billionaire in a bit just lef the billion 👀. God is my Strength
41,83563337,Kwaku Augustt🇬🇭OvO,ovo_skulteaf,2022-09-23 19:49:01+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…","Born 10th,october| loves Accra Hearts of Oak SC & Liverpoolfc"
42,190742492,Osofo,thereal_marv,2022-09-23 19:45:21+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…",Jesus Christ saved me.
43,231826547,CHAMP19NS,Reubehno,2022-09-23 19:43:37+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…",#BornBrave. @LFC
44,200673984,Kanor,kanorcarboo,2022-09-23 19:43:09+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…",I’m 8 foot 6
45,733482454716145664,Rakeeeeeem,faviolli,2022-09-23 19:41:59+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…",2 lit  for life!!!
46,189467014,David,Selormdavid,2022-09-23 19:40:56+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…","Biomedical Engineer👷🏾 'Verba volant, scripta manent'"
47,3824276596,Quame Legend,_streetlawyer,2022-09-23 19:40:33+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…","Creation Science Evangelist and Christian #Apologetic, Seventh Day Adventist and a young earth Creationist..."
48,61186678,Mr Grace,Nii_Noi,2022-09-23 19:38:43+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…","not above, not below. I just dey • General Manager @1580co • high functioning stoner"
49,1557492877848182787,Yusuke,Awelan_aaa,2022-09-23 19:34:52+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…",New account Previously using @i_manuel_
50,1291293483198746626,Bring Back John ,FlitSkit,2022-09-23 19:29:12+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…",Vote 🗳 them out and stop 🛑 complaining
51,782348962657427456,papabillz,addo_billz,2022-09-23 19:27:41+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…",808 hustler. miami heat. bleoo’16 💚💙phobiaaaa boy
52,1243322375191609344,𝓐𝓭𝔀𝓸𝓪 𝓣𝓱𝓮𝓵𝓶𝓪 ꨄ,adwoa_AIG,2022-09-23 19:23:52+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…","𝐸𝓈𝓉. 2020 💫 𝑭𝒐𝒐𝒕𝒃𝒂𝒍𝒍, 𝑴𝒂𝒏 𝑼𝒕𝒅, 𝑨𝒏𝒅 𝑨 𝑳𝒊𝒕𝒕𝒍𝒆 𝑩𝒂𝒏𝒕𝒆𝒓 𝑰𝒏 𝑰𝒕."
53,337108471,Blvck,so_so_black,2022-09-23 19:21:47+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…",fight today for a better tomorrow
54,280584079,DARROLL ALLAN TAGOE,all4dat,2022-09-23 19:19:09+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…",BROADCAST JOURNALIST GBC / A PASTOR AoG / INTERPRETER/ V O A/ ENTREPRENEUR/ A HUSBAND / A FATHER / ENVIRONMENT ADVOCATE
55,1153370408822988801,Makaveli,NimoTheG_,2022-09-23 19:18:47+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…",Just a hood nigga. #MambaForever 🙏🏿
56,138335797,asabere.,_ster_ling,2022-09-23 19:16:44+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…",we're the truth
57,1564979992420925441,Mawusi Drai,JM_DRAI,2022-09-23 19:15:59+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…","Intellectual Discourse || Biomedical Research, CADD || HSE Analyst || Renewable Energy || Ready to Learn || Good Music 🎶 || @LFC❤️"
58,941397053493710849,SHARAF 🇬🇭🧤,SharafAwal,2022-09-23 19:07:45+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…","Muslim👳🏾‍♂️ Civil Engineer👷🏾‍♂️
Qur'an 13:28 Surely in Allah's remembrance do hearts find peace"
59,940298278402449409,Shiroi õkami🐺,Strategist_ss,2022-09-23 19:05:50+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…",
60,1248715749469958151,Sir_Jay🇲🇫,_kwekujay,2022-09-23 19:00:31+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…","|God's Son| |Leadership|  |Humanitarian|  |social democrats| |youth activists| 
|Politician|.  |Gemini ♊|A Knight ⚔️| marian devote📿| A Catholic|"
61,436534875,LIAR-MIA 🗯,forget_them_bro,2022-09-23 18:54:57+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…","BAWUMIA IS THE GREATER LIAR .
AT WORLD END/ THERE IS GOD /Barcelona /business tycoon //I say things as it is bcos I believe your works will follow you oneday."
62,712578879718817792,Kaleid❄,Richest_Kaleid,2022-09-23 18:47:52+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…",Let No One Kill Your Spirit🍁
63,947116648057786373,Bleoobi Broxx,NanorProsper,2022-09-23 18:46:58+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…","Mathematics Teacher(BSc Mathematics Education).. I love teaching.... 🥰💯⚘♥️

@bleoobi ....... I love teaching kids....."
64,301700277,Jσѕн🇬🇭,sir_kobs,2022-09-23 18:44:19+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…",God is the greatest!
65,2779334038,Fransis Ameyaw,call_mhe_franz,2022-09-23 18:41:30+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…",The sickness of modern society could only be corrected by spiritual revolution of the mind..
66,1204688350831095808,AKWESI🧘🏽‍♂️🇬🇭🇬🇭,_AlbertAkwesi,2022-09-23 18:40:58+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…",Political Activist || Youth Activist || ||Finance📉 || #Scorpio 🦂 @FCBarcelona 💙❤️ || 6ft Tall || A Member of @TwDemocrat || My Political Mentor is @JDMahama
67,1315256704192442368,r aitcheson,aitcheson_r,2022-09-23 18:38:33+00:00,en,"RT @BNNGHnews: JUST IN: While the Statistical Service estimates Ghana's inflation rate at 33.9%, Kenneth Kwamina Thompson, Chief Executive…",Liberal
68,2196203498,deonlomo,gideonlomotey,2022-09-23 18:38:32+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…","Manchester utd , shatta movement ,manager(eriniks emit ),entrepreneur"
69,608365930,Kojo Savage 🕊,YSL_Kojo,2022-09-23 18:35:52+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…",Dreams run in real time ✍🏽• Kojo is everywhere 🕊 BINANCE 💐 Manchester United ❤️
70,1397464743066181633,𝑻𝑬𝑻𝑬𝑳𝑬𝑺𝑻𝑨𝑰 🙏,kyeijoseph13,2022-09-23 18:35:48+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…","Jesus, lover of my soul. Be nice, people go through stuff you have no idea💡. #CFC #GraceFilled.#Health. Old account @kyeijoseph20 suspended"
71,1090038505403805697,wisdom Create Kingdom,LawerFranklin,2022-09-23 18:28:52+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…",Ordinary Ghanaian | Socialist
72,1311640490824134659,Issah Siraaj Muhammed Deen,BrahRaaj1,2022-09-23 18:25:28+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…",|TEIN-UEW GENERAL SECRETARY|
73,228791054,Rothschild,Rapliterate,2022-09-23 18:22:52+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…",Living life
74,1262354036239597568,Adom,OcranKA,2022-09-23 18:22:42+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…",@Arsenal |🧤|
75,1154370026364968961,Berlynder Klenam,Berlyn_Klenam,2022-09-23 18:21:46+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…",Don't stress yourself to please others ||Football is the ish ||Manchester United is the team to support ||CitiTV and CitiFM ❤❤❤||
76,866481552,ELORM TRYBES🎖,elorm_trybes,2022-09-23 18:21:23+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…",life must be progressively good for everyone  ¤ jnrametepe@gmail.com
77,1561475844937334790,Ebenezer Mensah🇬🇭,_EbenezerMensah,2022-09-23 18:21:07+00:00,en,"RT @BNNGHnews: JUST IN: While the Statistical Service estimates Ghana's inflation rate at 33.9%, Kenneth Kwamina Thompson, Chief Executive…",Digital Journalist | Manchester United | @BnnBreaking @BNNGHnews Reporter || Always ready to LEARN. #SameGod✊🏾 #UBUNTU || I tweet my thought.
78,856561435,iron walt,SomuahDaniel,2022-09-23 18:20:51+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…",policy advisor | executive director: @bluetrain_np
79,1465150778,احمد شريف,sheriff_wangara,2022-09-23 18:16:38+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…",Lord of the mines of Wangara.
80,2245256944,ourghana,MQuarmmy,2022-09-23 18:13:04+00:00,en,"RT @NsiaYaw2: The Chief Executive Officer of Dalex Finance, Kenneth Kwamina Thompson, says while the Statistical Service pegs Ghana’s infla…",
81,1477390516581019651,Julian Asiedu,JulianAsiedu1,2022-09-23 18:12:29+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…",
82,2760695715,jojo,_jojoquansah,2022-09-23 18:11:13+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…",God first | ❤️@LFC |That cool Fante boy| You'll never walk alone!!
83,1191321350,Musa White,MusahWhite,2022-09-23 18:08:19+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…",@ManUtd & @HeartsOfOakGh enthusiast ||
84,147906926,Vishnu N.L Abayateye,stamoeba,2022-09-23 18:08:04+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…","A physician, philosopher, health advocate and a real madrid fan!"
85,1211697526924906496,🧐🌍,the_eye_of_Gods,2022-09-23 18:05:22+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…","Refrigerant engineer,am only a shatta,vybzkartel,twene jonas,Avraham n popcaan fan/ spiritual leader#sm #vybz call 0554030158 for ur AC services."
86,1022051233,kwakubillionaire,SBKwaku,2022-09-23 18:04:30+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…","retweets = endorsement                                   





retweets ≠ endorsement"
87,3514594636,MPK 𓃵,MPKwarteng_,2022-09-23 18:01:39+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…","The Lord is my BANNER!🔥Gratia Dei🔥Madridista🔥Ps 1,23,140🔥Quod Scripsi Scripsi🔥rts≠endorsement🔥 #GraceAndGrit"
88,1445511017643929611,Ms AA,YourPressident,2022-09-23 18:01:32+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…",Full time President
89,1242752946590318594,Gh Information,GhInformation,2022-09-23 17:51:05+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…","All that you need to know about Ghana.
These are not the Views of #Ghana|
#News| Chelsea in the blood 💉| #NewsTowerGh|"
90,903559092,ATTUQUAYE,ATO_KANTE,2022-09-23 17:49:56+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…","CONSTRUCTION ENGINEER, QUANTITY SURVEYOR
SAPIOSEXUAL, RT≠ENDORSEMENT"
91,744138070342123520,Theophilus,kobbywabbs,2022-09-23 17:49:43+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…",farmer🌿
92,1347298068597764096,cHampion rAkitic 🇱🇷🇬🇭,ChampionRakitic,2022-09-23 17:47:44+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…",Bishop herman college @Ghana media school @Regional maritime university … A MARINE ENGINEER 🙏🙏a STRONG PHOBIAN AND A LIVERPOOL FAN
93,760546404104343552,Surv. Dee,DeLimaJnr1,2022-09-23 17:44:34+00:00,en,"RT @steve_hanke: Leading member of the New Patriotic Party (NPP) Gabby Otchere-Darko says Pres. Akufo-Addo deserves ""praise"" for his handli…",Valuation and Estate Surveyor (MGhIS) || Land Economist || Property Consultant || Saasepedia||Traditionalist ||RTs/Likes are not endorsements
